gs_id	entrez
Other	768
Other	79886
Other	51719
Other	81617
Other	23523
Other	91768
Other	81928
Other	795
Other	56344
Other	26256
Other	772
Other	11094
Other	8912
Other	781
Other	93589
Other	782
Other	785
Other	59284
Other	58509
Other	143384
Other	27101
Other	790
Other	23705
Other	253559
Other	199731
Other	285782
Other	793
Other	794
Other	57658
Other	10241
Other	10203
Other	800
Other	51063
Other	801
Other	805
Other	91860
Other	83698
Other	811
Other	125972
Other	8536
Other	57118
Other	817
Other	818
Other	55450
Other	94032
Other	814
Other	84254
Other	10645
Other	79823
Other	79012
Other	819
Other	820
Other	157922
Other	23271
Other	57662
Other	23261
