gene	gm12878	hela	huvec	nhek	k562
FOXF2	2	1	2	1	2
CCDC28A	1	1	1	1	1
ECT2L	0	0	1	0	0
RNF182	0	1	1	1	2
REPS1	1	1	1	1	1
ABRACL	1	1	1	1	1
HECA	1	1	1	2	1
TXLNB	1	0	2	2	1
CITED2	1	1	1	2	1
CD83	1	1	2	1	1
VTA1	2	2	2	2	2
HIVEP2	1	1	1	1	1
AIG1	1	1	1	1	1
ADAT2;PEX3	1	2	1	1	1
FUCA2	1	1	1	1	1
PHACTR2	1	1	1	1	1
LTV1	1	1	1	1	1
PLAGL1	1	2	1	1	1
SF3B5	2	1	1	1	1
STX11	2	2	1	1	1
UTRN	1	1	2	0	2
EPM2A	2	1	2	2	2
FBXO30	2	2	2	2	2
SHPRH	2	2	2	2	2
RAB32	2	2	1	2	1
ADGB	0	0	0	0	2
STXBP5	1	2	1	1	1
SAMD5	0	2	1	2	1
SASH1	0	1	1	2	2
UST	2	1	0	1	0
TAB2	1	1	1	2	1
ZC3H12D	1	0	0	0	1
PPIL4	1	1	1	2	1
GINM1	1	1	1	2	1
KATNA1	1	1	1	2	1
LATS1	2	1	1	2	1
NUP43	2	1	1	2	1
PCMT1	2	1	1	2	1
LRP11	0	1	1	2	1
RAET1E	0	1	2	2	1
RAET1G	0	1	1	2	2
ULBP2	2	1	1	2	1
ULBP1	0	1	1	2	1
RAET1L	0	1	0	2	0
ULBP3	2	1	1	2	1
PPP1R14C	2	1	0	2	2
PLEKHG1	1	1	1	1	1
MTHFD1L	2	1	1	1	1
AKAP12	0	1	1	1	1
ZBTB2	1	1	1	1	1
RMND1	1	1	1	1	1
CCDC170	0	1	1	1	1
ESR1	1	2	2	2	2
JARID2	1	1	1	1	1
SYNE1	2	1	1	0	0
MYCT1	2	1	2	0	2
VIP	0	1	0	0	0
FBXO5	2	1	2	2	2
MTRF1L	1	1	2	2	2
RGS17	0	2	2	2	2
IPCEF1	1	0	0	0	1
CNKSR3	1	1	1	1	1
SCAF8	1	1	1	1	1
TIAM2	1	1	1	2	2
TFB1M	1	1	2	2	1
DTNBP1	1	2	1	2	1
ARID1B	2	1	2	2	2
TMEM242	1	1	2	2	1
ZDHHC14	1	1	2	2	1
SNX9	1	1	2	2	1
SYNJ2	1	1	2	2	1
GTF2H5;SERAC1	1	1	1	2	1
TULP4	0	2	1	1	2
TMEM181	0	0	0	0	2
DYNLT1	1	1	1	1	1
SYTL3	1	1	1	0	1
EZR	1	1	1	1	1
C6orf99	1	1	1	1	1
RSPH3	1	1	1	1	1
TAGAP	1	0	0	2	1
WTAP	1	1	2	1	1
ACAT2;SOD2	1	1	2	1	1
MRPL18;TCP1	1	1	2	2	1
PNLDC1	0	0	1	0	0
IGF2R	1	1	2	1	1
SLC22A3	0	1	0	2	0
FOXC1	2	2	2	2	2
MYLIP	1	2	2	2	1
MAP3K4	2	2	2	1	2
AGPAT4	2	1	1	2	2
GMPR	1	1	2	1	1
PARK2;PACRG	2	1	2	2	2
QKI	2	2	2	2	2
PDE10A	1	1	2	0	0
T	2	2	2	2	2
PRR18	2	0	0	0	0
SFT2D1	2	1	1	2	1
MPC1	2	1	1	2	1
RPS6KA2	1	2	1	2	2
RNASET2	1	2	1	2	2
FGFR1OP	1	2	1	2	2
CCR6	1	0	0	0	0
ATXN1	1	1	2	1	1
TTLL2	1	0	0	0	1
MLLT4	2	2	2	2	2
DACT2	0	0	0	2	2
THBS2	0	2	1	2	2
C6orf120;WDR27	2	2	2	2	1
PHF10	2	2	2	2	1
ERMARD;TCTE3	2	2	2	2	1
FAM120B	2	2	2	2	1
PSMB1;TBP	1	2	1	2	1
PDCD2	2	2	2	2	1
RBM24	0	2	1	2	0
CAP2	1	2	1	2	1
FAM8A1	1	1	1	1	1
NUP153	1	2	1	1	1
KIF13A	1	1	1	1	1
NHLRC1	0	2	1	1	1
KDM1B;TPMT	1	1	1	1	1
DEK	1	1	1	1	1
RNF144B	1	1	1	1	1
ID4	2	2	2	1	2
MBOAT1	1	2	2	1	1
E2F3	1	2	1	1	1
CDKAL1	1	2	1	1	1
SOX4	1	2	1	1	1
GMDS	1	1	2	1	1
DCDC2	0	0	0	2	2
MRS2	1	1	1	2	2
ALDH5A1	1	1	1	2	1
KIAA0319	1	1	0	0	0
ACOT13;TDP2	1	1	1	2	1
C6orf62	1	1	1	1	1
GMNN	1	1	1	2	1
FAM65B	1	1	1	0	1
LRRC16A	1	1	2	1	1
HIST1H2AA;HIST1H2BA	1	1	0	0	1
TRIM38	1	1	1	1	1
HIST1H1A	1	1	1	1	0
HIST1H3A;HIST1H4A;HIST1H4B	1	1	1	1	1
HIST1H2AB;HIST1H3B	1	1	1	1	1
HIST1H2BB;HIST1H3C	1	1	1	1	1
HIST1H1C	1	1	1	1	1
HFE	1	1	1	1	1
HIST1H1T;HIST1H4C	1	1	1	1	1
HIST1H2AC;HIST1H2BC	1	1	1	1	1
HIST1H1E;HIST1H2BD	1	1	1	1	1
HIST1H2BE;HIST1H4D	1	1	1	1	1
HIST1H2AD;HIST1H2BF;HIST1H3D	1	1	1	1	1
HIST1H4E	1	1	1	1	1
HIST1H2AE;HIST1H2BG	1	1	1	1	1
HIST1H3E	0	1	1	1	0
HIST1H1D	1	1	1	1	1
HIST1H4F	1	1	1	1	1
HIST1H2BH;HIST1H3F	1	1	1	1	1
HIST1H2BI;HIST1H3G	1	1	1	1	1
HIST1H4H	1	1	1	1	1
BTN3A2	1	1	1	1	1
BTN2A2	1	1	1	1	1
BTN3A1	1	1	1	1	2
BTN3A3	1	1	1	1	1
BTN2A1	1	1	1	1	1
HMGN4	1	1	2	2	2
ABT1	1	1	2	2	2
ZNF322	1	2	2	2	2
HIST1H2AG;HIST1H2BJ;HIST1H4I	1	1	1	2	2
HIST1H2BK	1	2	1	1	2
PRSS16	0	0	0	0	2
ZNF391	1	2	1	1	2
ZNF184	2	1	1	1	1
MYLK4	0	0	0	0	1
WRNIP1	1	1	1	1	1
HIST1H2AI;HIST1H2BL;HIST1H3H	1	1	1	1	1
HIST1H2AJ;HIST1H2BM	1	1	1	2	1
HIST1H4J	2	1	1	2	1
HIST1H2AK;HIST1H2BN	1	1	1	1	1
HIST1H1B;HIST1H2AL	1	1	1	2	1
HIST1H3I;HIST1H4L	1	1	1	1	1
HIST1H3J	1	1	1	1	1
HIST1H2AM;HIST1H2BO	1	1	1	2	1
ZNF165	1	1	0	0	1
ZSCAN16	1	1	1	1	1
ZKSCAN8	1	1	1	1	1
ZSCAN9	1	1	1	1	1
ZKSCAN4;NKAPL	1	1	1	1	1
ZSCAN26	2	2	2	2	2
PGBD1	1	1	1	2	1
ZKSCAN3	1	1	1	2	1
ZSCAN31	1	1	1	1	1
ZSCAN12	2	1	1	1	1
SERPINB1	1	1	1	1	1
ZSCAN23	1	1	1	2	1
TRIM27	2	2	2	2	1
ZNF311	1	2	2	2	2
DUSP22	1	1	2	2	2
SERPINB9	1	2	1	0	1
UBD	2	2	2	0	2
GABBR1	1	2	2	2	2
MOG	0	0	0	0	2
ZFP57	0	0	2	1	1
HLA-F	1	2	2	2	2
SERPINB6	0	1	1	1	1
HLA-G	1	2	0	2	0
HLA-A	1	2	2	2	2
NQO2	1	1	1	1	1
ZNRD1	1	2	2	1	2
PPP1R11	1	1	2	1	2
RNF39	0	2	0	2	0
TRIM31	1	2	0	0	2
TRIM10	0	0	0	0	2
TRIM15	1	2	0	0	1
TRIM26	1	1	2	1	1
TRIM39	1	1	1	1	1
RPP21	1	1	1	1	1
HLA-E	1	1	1	1	1
GNL1;PRR3	1	1	1	1	1
ABCF1	1	1	1	1	1
MRPS18B;PPP1R10	1	1	1	1	1
ATAT1	1	1	1	1	1
RIPK1	1	1	1	1	1
C6orf136	1	1	1	1	1
DHX16	1	1	1	1	1
NRM;PPP1R18	1	1	1	1	1
MDC1;TUBB	1	1	1	1	1
FLOT1;IER3	1	1	1	1	1
DDR1	1	1	1	1	1
GTF2H4	1	1	1	1	1
VARS2	1	1	1	1	1
C6orf15;PSORS1C1;CDSN	0	1	1	1	1
BPHL	1	2	1	1	1
PSORS1C2	0	0	0	1	0
CCHCR1;TCF19	1	1	1	1	1
POU5F1	2	2	2	2	2
HLA-C	1	1	2	1	1
HLA-B	1	1	1	1	1
MICA	1	1	1	1	1
MICB	1	1	1	1	1
MCCD1	0	0	1	0	0
TUBB2A	1	1	1	1	1
ATP6V1G2;DDX39B;NFKBIL1	1	1	1	1	1
LTA	1	1	0	0	1
TNF	1	1	0	1	1
LST1;LTB	1	1	1	1	1
NCR3	1	0	0	0	1
AIF1;PRRC2A	1	1	1	1	1
APOM;BAG6;C6orf47	1	1	1	1	1
CSNK2B;GPANK1	1	1	1	1	1
ABHD16A;LY6G6F	1	1	1	1	1
LY6G6C	0	1	0	1	0
DDAH2;C6orf25	1	1	1	1	1
CLIC1;MSH5	1	1	1	1	1
SAPCD1	0	1	0	0	0
VWA7	1	1	1	1	1
VARS	1	1	1	1	1
LSM2	1	1	1	1	1
HSPA1A;HSPA1L	1	1	1	1	1
HSPA1B	1	1	1	1	1
C6orf48	1	1	1	1	1
NEU1	1	1	1	1	1
SLC44A4	0	0	0	1	0
C2;EHMT2;ZBTB12	1	1	1	1	1
CFB	1	1	1	1	1
NELFE;SKIV2L	1	1	1	1	1
STK19	1	1	1	1	1
DXO	1	1	1	1	1
TNXB	0	1	1	0	1
ATF6B;FKBPL	1	1	1	1	1
PRRT1	1	1	1	1	1
PPT2	1	1	1	1	1
AGPAT1;RNF5	1	1	1	1	1
PBX2	1	1	1	1	1
GPSM3	1	1	1	1	1
NOTCH4	1	0	1	0	0
TUBB2B	1	0	1	0	1
HLA-DRA	1	1	0	0	1
HLA-DRB5	1	0	0	0	0
PSMG4	1	2	1	1	1
HLA-DRB1	1	0	2	0	0
HLA-DQA1	1	1	0	0	0
HLA-DQB1	1	0	0	2	0
HLA-DQA2	1	1	0	0	0
HLA-DQB2	1	0	0	2	0
HLA-DOB	1	1	0	2	0
TAP2	1	1	1	2	1
PSMB8	1	1	1	2	1
PSMB9;TAP1	1	1	1	2	1
HLA-DMB	1	1	2	0	1
HLA-DMA	1	1	1	1	2
BRD2	1	1	1	1	1
HLA-DOA	1	0	1	0	0
HLA-DPA1;HLA-DPB1	1	1	1	1	1
RXRB;SLC39A7	1	1	1	1	1
HSD17B8;RING1	1	1	1	1	1
RPS18;VPS52	1	1	1	1	1
B3GALT4	1	1	1	1	1
PFDN6;WDR46	1	1	1	1	1
RGL2	1	1	1	1	1
TAPBP;ZBTB22	1	1	1	1	1
DAXX	1	1	1	1	1
KIFC1	1	1	1	1	1
PHF1	1	1	1	1	1
CUTA;SYNGAP1	1	1	1	1	1
ZBTB9	1	1	1	1	1
BAK1	2	1	1	1	1
ITPR3	1	1	1	1	1
UQCC2	1	1	1	1	1
IP6K3	0	2	0	1	0
LEMD2	2	1	1	1	1
GRM4	0	0	2	0	0
HMGA1	1	1	2	2	1
C6orf1	1	1	2	2	1
NUDT3	1	1	2	1	1
RPS10	2	1	2	2	1
PACSIN1	2	1	0	0	1
SLC22A23	0	2	2	1	0
SPDEF	2	2	2	2	2
C6orf106	2	1	1	2	1
SNRPC	2	1	2	2	1
UHRF1BP1	2	1	1	2	1
ANKS1A;TAF11	2	1	1	1	1
TCP11	1	0	2	0	0
ZNF76	1	1	1	2	1
DEF6	2	0	2	1	1
PPARD	1	1	2	1	1
FANCE	2	1	2	2	1
RPL10A	2	1	1	1	1
TEAD3	2	1	2	1	1
FKBP5	2	1	1	1	1
ARMC12	2	0	0	0	0
SRPK1	2	1	2	2	2
MAPK14;SLC26A8	2	2	2	1	1
MAPK13	2	0	2	1	1
BRPF3	1	2	2	1	1
C6orf222	1	2	0	0	0
ETV7	1	2	1	2	2
KCTD20	1	2	1	1	1
STK38	1	1	1	1	1
SRSF3	1	1	1	1	1
CDKN1A	1	1	1	1	1
CPNE5	1	1	1	1	1
C6orf89	1	1	1	1	1
PPIL1	1	1	1	1	1
PI16	0	0	1	0	1
MTCH1	1	1	1	1	1
FGD2	1	1	0	1	0
PIM1	1	1	1	1	1
TBC1D22B;TMEM217	1	2	1	1	1
RNF8	1	1	1	1	1
CMTR1	1	1	1	1	1
CCDC167	1	1	1	1	1
PXDC1	2	2	1	1	1
MDGA1	1	2	0	2	1
ZFAND3	1	2	2	2	1
BTBD9	2	2	2	2	2
GLO1	2	2	1	1	1
DNAH8	0	0	0	0	2
IRF4	1	1	2	2	2
GLP1R	0	0	0	0	2
SAYSD1	2	1	2	1	2
KCNK5	2	1	0	2	2
KCNK17	0	0	0	0	2
KIF6	1	0	2	2	2
DAAM2	2	0	1	2	1
MOCS1	2	0	2	2	2
PRPF4B	1	2	1	1	1
LRFN2	2	0	0	0	0
TSPO2	0	0	0	0	2
NFYA;OARD1	2	2	2	2	1
TREML1	0	2	2	1	1
TREM2	0	0	0	2	1
TREML2	2	0	0	0	1
TREM1	2	0	0	1	1
ECI2	2	2	1	1	2
NCR2	2	0	0	0	0
FOXP4	1	1	1	1	1
MDFI	0	2	1	1	1
TFEB	1	1	1	1	1
FRS3;PRICKLE4	1	1	1	1	1
USP49	1	1	1	2	1
BYSL;MED20	1	1	1	1	1
CCND3;TAF8	1	1	1	1	1
MRPS10	1	1	1	1	1
TRERF1	1	1	1	2	1
UBR2	1	1	1	2	1
GLTSCR1L;TBCC	1	1	1	2	1
RPL7L1	1	1	1	2	1
CNPY3	1	1	1	1	1
GNMT	0	0	0	1	0
PEX6	1	1	1	1	1
PPP2R5D	1	1	1	1	1
KLHDC3;MEA1;RRP36	1	1	1	1	1
CUL7;KLC4;MRPL2	1	1	1	1	1
PTK7	1	2	1	1	1
SRF	1	1	1	1	1
CUL9	1	1	1	1	1
DNPH1	1	2	1	1	1
CRIP3	2	0	2	0	1
ZNF318	1	1	1	1	1
ABCC10	2	1	2	1	1
DLK2	2	1	2	1	1
TJAP1	2	1	2	1	1
POLR1C;YIPF3	2	1	1	1	1
POLH;XPO5	2	1	1	1	1
GTPBP2;MAD2L1BP	1	1	1	1	1
RSPH9	0	0	1	0	0
MRPS18A	1	1	1	1	1
VEGFA	1	1	1	1	1
C6orf223	1	1	1	1	1
MRPL14;TMEM63B	1	1	1	1	1
SLC29A1	1	1	1	1	1
HSP90AB1	1	1	1	1	1
SLC35B2	1	1	1	1	1
NFKBIE;TMEM151B	1	1	1	1	1
AARS2	1	1	1	1	1
CDC5L	1	1	1	1	1
RUNX2	2	1	1	2	1
SUPT3H	2	2	1	2	1
CLIC5	2	2	1	0	0
ENPP4	2	2	1	2	2
ENPP5	0	0	1	2	1
RCAN2	1	2	1	2	0
CYP39A1;SLC25A27	0	2	2	2	2
TDRD6	0	0	0	0	1
PLA2G7	0	0	0	2	0
CDYL	1	2	2	1	1
TNFRSF21	1	2	1	2	1
CD2AP	1	1	1	2	1
CENPQ;MUT	1	2	1	2	1
C6orf141	0	0	1	2	0
RHAG	0	2	0	0	2
CRISP2	0	0	0	2	0
CRISP3	0	1	0	2	1
RPP40	1	1	2	1	1
TFAP2B	1	2	2	2	2
MCM3	1	1	1	2	1
PAQR8	1	1	1	2	1
EFHC1	1	1	1	2	1
TRAM2	1	1	1	2	1
TMEM14A	1	1	1	2	1
FARS2;LYRM4	1	1	1	1	1
GSTA4	1	1	1	2	1
FBXO9;ICK	1	2	1	2	1
GCM1	2	2	2	2	2
ELOVL5	1	2	1	2	1
GCLC	1	2	1	2	1
LRRC1	1	2	1	2	1
MLIP	0	2	1	0	0
TINAG	1	0	0	0	0
FAM83B	0	2	0	1	0
HMGCLL1	0	2	1	2	0
BMP5	0	2	0	1	0
COL21A1	0	0	2	0	1
BEND6;DST	1	1	1	1	1
KIAA1586	1	1	1	1	1
ZNF451	1	1	1	1	1
BAG2	1	1	1	1	1
RAB23	1	1	1	1	1
PRIM2	1	1	1	1	1
NRN1	1	1	1	1	1
KHDRBS2	2	0	0	0	2
F13A1	1	0	0	0	2
PTP4A1	2	2	1	1	2
PHF3	1	2	1	1	2
LY86	1	0	0	0	0
EYS	1	0	0	1	0
EXOC2	1	1	2	2	2
LMBRD1	2	2	2	1	2
COL19A1	2	2	0	0	0
RREB1	2	1	1	1	1
FAM135A	2	2	2	2	2
SMAP1	2	2	2	2	1
OGFRL1	1	1	2	2	2
RIMS1	2	0	0	0	0
SSR1	2	1	1	1	1
KCNQ5	2	2	0	2	1
CAGE1	1	1	1	1	1
RIOK1	1	1	1	1	1
KHDC1L	0	1	0	0	1
KHDC1	1	1	1	1	1
DDX43	0	2	1	1	0
MB21D1	1	2	1	1	2
MTO1	1	1	1	1	1
EEF1A1	1	1	1	1	2
SLC17A5	1	1	1	1	2
CD109	1	1	1	1	2
DSP	0	1	1	1	0
SNRNP48	1	1	1	1	1
COL12A1	0	1	1	2	0
COX7A2	1	1	1	2	1
TMEM30A	1	1	1	2	2
FILIP1	1	0	1	0	0
SENP6	1	1	1	1	2
MYO6	1	2	1	1	1
HTR1B	1	2	1	1	2
TXNDC5	2	2	1	1	2
PHIP	2	1	1	2	1
HMGN3	0	0	1	2	1
LCA5	1	2	1	2	1
SH3BGRL2	2	1	2	2	1
BLOC1S5	2	2	1	1	2
ELOVL4	1	0	1	2	0
TTK	2	1	2	2	2
BCKDHB	1	2	1	2	2
EEF1E1	2	1	1	1	2
FAM46A	2	2	1	2	1
IBTK	2	1	2	2	1
TPBG	2	1	1	1	1
DOPEY1;UBE3D	2	1	1	1	1
PGM3;RWDD2A	2	1	1	1	2
ME1	2	1	1	1	2
PRSS35	0	2	0	1	0
SLC35B3	2	2	1	1	2
SNAP91	2	0	1	0	2
CYB5R4;RIPPLY2	2	1	1	1	2
MRAP2	2	0	1	2	2
TBX18	0	2	1	0	2
NT5E	1	1	1	1	1
SNX14	1	1	1	1	1
SYNCRIP	1	1	1	2	1
CGA	0	2	0	0	1
ZNF292	2	1	1	2	2
SMIM8	2	1	1	1	1
SLC35A1	2	1	1	1	1
ORC3;RARS2	2	1	1	1	1
AKIRIN2	2	1	1	1	1
CNR1	2	0	1	0	2
RNGTT	1	2	1	1	1
PNRC1	1	2	1	1	1
SRSF12	1	2	1	2	1
UBE2J1	1	2	1	1	1
RRAGD	1	2	1	2	2
ANKRD6	1	2	1	2	2
LYRM2	1	2	1	2	2
MDN1	1	1	1	2	1
BACH2	2	2	1	2	1
MAP3K7	2	1	1	2	1
EPHA7	0	0	2	0	2
MANEA	1	1	2	1	2
FUT9	2	0	0	0	0
UFL1	2	2	2	2	2
GPR63	2	2	1	2	1
KLHL32;NDUFAF4	2	1	1	2	1
MMS22L	2	2	2	2	2
POU3F2	2	2	2	2	2
FBXL4	2	2	2	2	2
FAXC	0	0	2	2	0
COQ3	2	1	2	2	2
PNISR	2	1	2	2	2
USP45	2	1	2	2	2
MEPCE;ZCWPW1	1	1	1	1	1
PPP1R35	1	1	1	1	1
TSC22D4	1	1	1	1	1
NYAP1	0	1	1	1	2
AGFG2	1	1	1	1	1
SAP25	1	0	0	0	0
LRCH4;FBXO24	1	1	1	1	1
PCOLCE	0	1	1	0	1
MOSPD3	1	1	1	1	1
TFR2	0	0	0	0	1
ACTL6B	1	0	0	0	0
GNB2	1	1	1	1	1
POP7	1	1	1	1	1
EPHB4	1	1	1	1	1
SLC12A9	1	1	1	1	1
TRIP6	1	1	1	1	1
SRRT	1	1	1	1	1
UFSP1	1	1	1	1	1
ACHE	1	1	1	1	1
MUC3A	1	0	0	0	2
TRIM56	1	1	1	1	1
SERPINE1	1	1	1	1	1
AP1S1	1	1	1	1	1
VGF	0	1	1	1	1
MOGAT3	1	0	0	0	0
PLOD3;ZNHIT1	1	1	2	2	1
FIS1;CLDN15	1	1	1	2	1
COX19	1	1	1	1	1
COL26A1	0	1	0	0	0
CUX1	1	1	2	2	1
SH2B2	1	0	0	0	1
CYP2W1	0	0	0	1	1
PRKRIP1	1	1	1	1	1
ORAI2	2	1	1	1	1
ALKBH4;LRWD1	1	1	1	1	1
POLR2J	1	1	1	1	1
POLR2J2	2	2	1	1	1
FAM185A	1	1	1	2	1
LRRC17	0	0	1	0	0
ARMC10;FBXL13	1	1	1	2	1
NAPEPLD	1	1	1	2	1
PMPCB	1	1	1	2	1
DNAJC2;PSMC2	1	1	1	2	1
SLC26A5	0	0	0	0	2
RELN	0	0	0	0	1
ORC5	1	2	2	2	1
KMT2E	1	2	1	1	1
SRPK2	1	1	1	1	1
PUS7	1	1	1	1	2
RINT1	1	2	2	1	2
EFCAB10	1	0	0	0	0
ATXN7L1	1	2	2	1	1
SYPL1	1	1	1	1	1
NAMPT	1	2	1	1	1
CCDC71L	1	1	1	1	1
PIK3CG	1	0	1	0	1
PRKAR2B	0	1	1	0	1
HBP1	1	2	1	1	1
COG5;DUS4L	1	1	1	2	1
BCAP29	1	1	1	2	1
SLC26A4	0	0	1	0	0
CBLL1	1	1	1	1	1
DLD	1	1	1	1	1
LAMB1	2	2	1	1	1
LAMB4	0	0	0	1	0
GPR146	1	1	1	2	1
NRCAM	1	0	1	1	1
PNPLA8	2	2	1	1	1
DNAJB9;THAP5	2	2	1	1	1
NDUFA4	1	1	1	2	2
PHF14	1	2	2	2	2
LRRN3	0	1	2	1	1
IMMP2L	1	2	1	2	1
DOCK4;ZNF277	1	1	1	2	1
GPER1	1	1	1	1	1
IFRD1	1	1	1	2	1
TMEM168	1	1	2	2	1
GPR85	0	0	1	2	1
FOXP2	1	1	2	2	1
MDFIC	1	1	1	2	2
TFEC	2	2	1	2	2
TES	1	1	1	1	1
CAV2	1	1	1	1	1
CAV1	1	1	1	1	0
MET	0	1	1	1	2
CAPZA2	1	1	1	1	1
ST7	1	1	1	1	1
WNT2	1	0	0	0	0
C7orf50	1	1	1	1	1
CFTR	1	2	0	0	0
CTTNBP2	0	1	2	2	1
THSD7A	0	0	2	0	1
ZFAND2A	1	1	1	1	1
KCND2	1	0	0	0	0
TSPAN12	1	1	2	2	1
ING3	1	1	2	2	1
CPED1	0	1	2	2	1
FAM3C	2	1	2	2	1
PTPRZ1	0	0	0	2	0
AASS	2	2	1	2	2
TMEM106B	2	2	1	2	2
CADPS2	2	2	1	2	1
IQUB	2	1	0	2	1
NDUFA5	2	1	2	2	2
WASL	2	1	2	2	2
GPR37	2	2	2	2	2
POT1	2	1	2	1	1
SCIN	0	2	0	0	2
GRM8	2	0	2	0	0
UNCX	2	1	2	2	2
ZNF800	2	2	1	2	1
ARL4A	0	1	2	1	1
ARF5;GCC1	1	2	2	2	1
PAX4	2	2	2	2	2
SND1	1	2	2	2	1
LRRC4	0	0	2	2	0
LEP	0	0	0	2	0
RBM28	1	2	1	1	1
PRRT4	0	0	1	1	1
IMPDH1	2	2	1	1	1
HILPDA	2	2	1	1	1
METTL2B	1	2	1	1	1
CALU	1	1	1	1	1
CCDC136	1	2	1	1	1
FLNC	0	0	1	1	1
ATP6V1F	1	2	1	1	1
IRF5	1	1	1	1	1
TNPO3	1	2	1	1	1
SMO	1	2	1	1	1
AHCYL2	1	1	1	1	1
STRIP2	1	1	2	1	1
NRF1	2	1	1	1	1
UBE2H	1	1	1	1	2
ZC3HC1	2	1	1	1	2
KLHDC10	2	1	1	1	2
TMEM209;SSMEM1	2	1	1	2	1
CPA4	0	1	0	2	0
CEP41	1	1	1	1	1
MEST	1	1	1	2	1
COPG2	1	1	1	2	1
KLF14	2	2	2	2	2
MKLN1	1	1	2	1	1
PODXL	1	2	2	2	1
PLXNA4	2	0	2	0	1
CHCHD3	2	2	2	2	1
EXOC4	1	2	1	1	2
LRGUK	1	1	2	1	2
SLC35B4	2	1	2	1	2
AKR1B1	2	1	1	1	1
AKR1B10	0	1	0	1	0
BPGM	2	1	1	1	1
CALD1	1	1	1	1	1
AGBL3	1	1	1	1	1
TMEM140	1	1	1	1	1
C7orf49	1	1	1	1	1
WDR91	1	1	1	1	1
CNOT4	1	1	1	1	1
NUP205	1	1	1	1	1
SLC13A4	0	0	0	0	1
FAM180A	0	0	0	2	0
MTPN	1	1	1	1	1
CHRM2	0	0	1	0	0
PTN	2	1	1	2	0
DGKI	1	1	1	0	0
CREB3L2	1	1	2	2	1
TRIM24	1	1	2	1	1
KIAA1549	2	2	2	1	1
ZC3HAV1L	1	2	2	1	1
ZC3HAV1	1	2	2	2	1
TTC26	2	2	2	2	1
UBN2	2	2	2	2	1
C7orf55;C7orf55-LUC7L2;LUC7L2	1	2	1	2	1
KLRG2	0	0	0	2	1
HIPK2;TBXAS1	1	2	1	1	1
KDM7A	1	2	1	1	1
SLC37A3	1	1	1	1	1
RAB19	2	0	0	0	2
MKRN1	2	1	1	1	1
ETV1	1	2	1	1	1
DENND2A	0	2	2	1	0
ADCK2	2	2	1	1	1
NDUFB2	2	2	1	1	1
BRAF	2	1	1	1	1
MRPS33	1	1	1	1	1
AGK	2	1	1	1	2
KIAA1147	2	1	2	1	2
SSBP1	2	1	2	1	2
CLEC5A	0	0	0	1	1
PRSS1	0	0	0	0	1
EPHB6	2	0	1	1	1
TRPV6	0	0	0	1	0
TRPV5	0	0	0	0	1
KEL	0	0	0	0	1
GSTK1	2	1	1	1	1
CASP2;TMEM139	2	1	1	1	1
FAM131B	0	0	1	0	0
ZYX	2	1	1	1	1
EPHA1	2	0	0	1	0
NOBOX	2	2	2	2	2
TPK1	2	1	1	2	1
CNTNAP2	0	1	0	0	1
CUL1	1	1	2	1	1
EZH2	1	1	2	1	1
PDIA4	1	1	1	1	1
ZNF786	1	1	1	1	1
DGKB	2	2	0	0	2
ZNF398;ZNF425	1	1	2	1	1
ZNF282	1	1	2	1	1
ZNF212	1	1	1	1	1
ZNF783	1	1	1	1	1
MICALL2	1	1	1	1	1
ZNF777	1	1	0	1	1
ZNF746	1	1	1	1	1
KRBA1	1	1	1	1	1
ZNF467	2	1	1	1	1
ZNF862	1	1	1	1	1
ATP6V0E2	1	1	1	1	1
ACTR3C;LRRC61	1	1	1	2	1
RARRES2	0	0	2	0	0
REPIN1	1	1	1	1	1
ZNF775	1	1	1	1	1
GIMAP8	1	0	1	0	1
GIMAP7	1	0	1	0	1
GIMAP4	1	0	1	0	0
GIMAP6	1	0	1	1	1
GIMAP2	1	1	1	2	1
GIMAP1	1	0	1	0	1
GIMAP5	1	1	1	1	1
TMEM176A;TMEM176B	1	0	0	0	1
AOC1	1	0	0	0	0
KCNH2	0	0	2	0	1
ABCB8;ATG9B	1	1	2	1	1
SLC4A2	1	1	2	1	1
FASTK	1	1	1	1	1
AGAP3;TMUB1	1	1	1	1	1
GBX1	2	2	2	2	2
ABCF2;CHPF2	1	1	2	1	1
SMARCD3	0	1	1	1	1
NUB1	1	1	1	1	1
WDR86	0	0	0	0	1
RHEB	1	1	1	1	1
PRKAG2	0	1	2	0	1
GALNT11	1	1	2	2	1
KMT2C	2	1	1	2	1
XRCC2	1	2	1	2	1
ACTR3B	1	1	1	1	1
DPP6	2	0	0	0	2
INTS1	1	1	1	1	1
PAXIP1	1	1	1	1	1
INSIG1	1	2	1	1	1
EN2	2	2	2	2	2
RBM33	2	1	2	2	1
SHH	0	1	0	0	2
AGMO	2	0	2	0	0
C7orf13;RNF32	1	1	2	2	1
LMBR1	1	1	2	1	1
NOM1	1	1	1	1	1
MNX1	1	1	2	2	1
UBE3C	1	1	2	1	1
MAFK	1	1	1	1	1
DNAJB6	1	1	2	1	1
MEOX2	2	2	2	2	2
PTPRN2	0	1	0	0	0
NCAPG2	1	1	1	2	2
ESYT2	1	1	1	2	2
WDR60	1	1	1	2	2
VIPR2	0	1	0	0	0
TMEM184A	1	1	1	1	1
PSMG3	1	1	1	2	1
ISPD	0	2	1	2	1
SOSTDC1	0	2	2	2	1
ANKMY2;BZW2	2	1	1	1	1
TSPAN13	0	2	1	1	1
AGR2	0	1	0	1	0
AHR	1	2	2	1	2
